vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,action
1.0,2.0,0.0,73.54527999999999,42.48335,10000.0,-3.737210000000001,-2.484857999999999,10000.0,1.0
4.0,2.0,0.0,9.521389999999997,20.141750000000002,10000.0,-2.3124600000000015,-1.6365499999999997,10000.0,4.0
2.0,0.0,3.0,20.967579999999998,10000.0,51.986879999999985,-1.7193320000000014,10000.0,-2.670877000000001,2.0
3.0,0.0,2.0,10.693339999999978,10000.0,42.47279,-1.0896110000000014,10000.0,-3.319078000000001,4.0
1.0,0.0,3.0,72.73257000000001,10000.0,9.408410000000003,-2.3244100000000003,10000.0,-2.761327999999999,1.0
2.0,0.0,3.0,31.882800000000003,10000.0,53.24896000000001,-1.2718319999999999,10000.0,-3.4553800000000017,4.0
2.0,2.0,3.0,32.18756000000002,83.28442999999999,10.707989999999995,-3.1538660000000007,-1.8491970000000002,-3.5617850000000004,4.0
1.0,5.0,0.0,42.58577,22.260699999999986,10000.0,-3.326360000000001,-1.4239899999999999,10000.0,1.0
2.0,2.0,2.0,54.19942,11.704560000000015,43.69974000000002,-3.977029999999999,-1.717141999999999,-3.0777110000000008,1.0
2.0,0.0,1.0,33.30665000000002,10000.0,10.60533000000001,-1.5662610000000008,10000.0,-1.9357199999999999,1.0
0.0,5.0,3.0,10000.0,43.00228999999999,10.924149999999997,10000.0,-1.1909899999999993,-2.6437549999999987,1.0
0.0,1.0,4.0,10000.0,85.62340999999998,10.344510000000014,10000.0,-3.5729539999999993,-1.7898239999999994,1.0
3.0,0.0,0.0,19.54549,10000.0,10000.0,-1.5493009999999998,10000.0,10000.0,0.0
7.0,1.0,0.0,21.01854,11.075620000000015,10000.0,-3.774694,-3.1220250000000007,10000.0,2.0
3.0,3.0,2.0,10.59375,52.69198,42.64096999999998,-2.9071500000000015,-2.5619499999999995,-3.2201899999999988,4.0
3.0,0.0,2.0,54.39389,10000.0,85.58893000000003,-1.854654,10000.0,-3.4293900000000015,1.0
1.0,2.0,2.0,52.32976000000002,31.963060000000013,73.2062,-3.007645,-2.28444,-2.8932439999999993,1.0
1.0,0.0,3.0,41.74606,10000.0,21.161050000000017,-2.7006970000000017,10000.0,-2.1516860000000015,1.0
3.0,0.0,2.0,20.915750000000003,10000.0,52.65983,-3.6181930000000015,10000.0,-3.1347179999999994,4.0
1.0,4.0,0.0,11.441780000000023,32.33438000000001,10000.0,-1.337454000000001,-3.8615759999999995,10000.0,4.0
2.0,1.0,2.0,22.70684,82.95792,32.35635000000002,-2.3875889999999984,-3.3042680000000004,-3.9107249999999993,4.0
1.0,1.0,5.0,83.96833999999998,31.496259999999978,10.613429999999994,-3.0026399999999995,-2.4567680000000003,-2.8610460000000018,1.0
3.0,0.0,4.0,43.25092000000001,10000.0,22.908830000000023,-3.2635199999999998,10000.0,-2.4880540000000018,4.0
0.0,5.0,3.0,10000.0,19.748199999999997,30.820539999999994,10000.0,-1.8705749999999988,-1.4876840000000016,1.0
2.0,2.0,0.0,21.398979999999995,41.73034000000001,10000.0,-1.4408589999999997,-2.5905549999999984,10000.0,4.0
0.0,3.0,2.0,10000.0,51.88267999999999,9.730189999999993,10000.0,-2.6091879999999996,-2.3246140000000004,1.0
1.0,0.0,6.0,41.093800000000016,10000.0,10.949280000000016,-2.269912999999999,10000.0,-3.0131440000000005,0.0
3.0,2.0,0.0,30.81953999999999,21.227509999999995,10000.0,-3.339468,-3.64959,10000.0,2.0
2.0,3.0,0.0,21.149640000000005,32.29277000000002,10000.0,-1.8335690000000007,-2.251244,10000.0,1.0
0.0,3.0,0.0,10000.0,41.50980999999999,10000.0,10000.0,-2.672802000000001,10000.0,1.0
1.0,4.0,0.0,85.3321,22.1806,10000.0,-3.2091220000000007,-1.9754579999999997,10000.0,1.0
2.0,2.0,0.0,55.56324000000001,44.67942000000002,10000.0,-1.415742999999999,-1.0737169999999985,10000.0,1.0
2.0,1.0,3.0,32.08977999999999,84.49104,10.47054,-1.0731499999999983,-2.233194000000001,-2.8385619999999996,4.0
1.0,2.0,3.0,10.628320000000002,53.25737000000001,21.990669999999994,-1.0001260000000016,-1.8132629999999992,-2.028352999999999,4.0
2.0,2.0,0.0,41.00011000000001,30.38998000000001,10000.0,-1.145512,-2.4830229999999993,10000.0,1.0
2.0,2.0,0.0,21.525239999999997,53.40439000000001,10000.0,-2.1165979999999998,-1.5277020000000014,10000.0,4.0
5.0,3.0,0.0,21.184600000000017,10.651940000000025,10000.0,-1.042898000000001,-2.215081999999999,10000.0,2.0
1.0,2.0,0.0,93.81087,10.14360000000002,10000.0,-3.6132980000000003,-2.5043219999999984,10000.0,1.0
4.0,2.0,2.0,21.662109999999984,10.268280000000004,32.97737000000001,-1.731579,-1.908529999999999,-2.634295999999999,4.0
0.0,4.0,1.0,10000.0,65.21260000000001,32.6883,10000.0,-2.5553099999999986,-2.942513999999999,1.0
3.0,1.0,2.0,11.778149999999982,23.408049999999974,74.40858,-1.054354,-2.0255639999999993,-2.6996399999999987,4.0
2.0,0.0,2.0,53.111850000000004,10000.0,9.47938000000002,-1.713626999999999,10000.0,-2.8715550000000007,4.0
1.0,1.0,0.0,63.953389999999985,74.90325999999999,10000.0,-3.8014800000000015,-2.015927999999999,10000.0,1.0
2.0,0.0,0.0,10.100459999999998,10000.0,10000.0,-3.0674530000000004,10000.0,10000.0,4.0
3.0,2.0,2.0,50.14111,9.689269999999993,20.391629999999992,-1.4934200000000004,-1.592725999999999,-2.986768999999999,1.0
2.0,3.0,2.0,83.36703000000003,21.105400000000003,30.505059999999986,-3.5204030000000017,-1.9674130000000005,-3.860527000000001,1.0
2.0,3.0,0.0,76.13781999999998,21.12357,10000.0,-1.6498050000000006,-1.0015259999999984,10000.0,1.0
2.0,3.0,2.0,29.886680000000013,40.86871000000002,19.261380000000003,-3.1369439999999997,-3.9727780000000017,-2.863313999999999,4.0
0.0,0.0,2.0,10000.0,10000.0,43.663489999999996,10000.0,10000.0,-3.3734259999999985,1.0
3.0,1.0,3.0,32.15611999999999,74.49527,11.069389999999999,-3.585654999999999,-3.9175900000000006,-1.5125700000000002,4.0
2.0,3.0,0.0,65.31877,33.014759999999995,10000.0,-1.0698599999999985,-3.9220049999999986,10000.0,2.0
3.0,3.0,0.0,21.333490000000012,32.46025,10000.0,-2.515028000000001,-1.6538660000000007,10000.0,4.0
1.0,5.0,0.0,21.19890000000001,10.325829999999996,10000.0,-2.7619110000000013,-1.8049,10000.0,4.0
2.0,0.0,5.0,64.36902,10000.0,11.533050000000003,-1.284915999999999,10000.0,-2.1174660000000003,1.0
2.0,2.0,0.0,10.83408,30.647449999999992,10000.0,-3.404126999999999,-2.602753,10000.0,4.0
1.0,2.0,0.0,40.740260000000006,51.274370000000005,10000.0,-3.5469469999999994,-3.417985999999999,10000.0,1.0
1.0,2.0,0.0,50.066760000000016,20.22327999999999,10000.0,-2.5133550000000007,-3.2097990000000003,10000.0,1.0
2.0,0.0,2.0,39.61700000000002,10000.0,9.61557000000002,-1.4095380000000013,10000.0,-3.762926,1.0
3.0,2.0,0.0,32.18628000000001,21.378680000000003,10000.0,-2.2641050000000007,-2.3981700000000004,10000.0,4.0
0.0,3.0,2.0,10000.0,42.73967999999999,11.340589999999992,10000.0,-1.7676489999999987,-2.0847359999999995,1.0
4.0,1.0,0.0,10.969729999999998,32.787800000000004,10000.0,-2.5534740000000014,-1.8172099999999993,10000.0,0.0
3.0,0.0,0.0,42.889069999999975,10000.0,10000.0,-1.8426760000000009,10000.0,10000.0,0.0
1.0,0.0,2.0,21.593109999999996,10000.0,52.85212999999999,-2.3485830000000014,10000.0,-1.9926400000000015,4.0
4.0,5.0,0.0,19.91314,9.584339999999997,10000.0,-1.7081149999999994,-2.6200329999999994,10000.0,1.0
3.0,1.0,3.0,20.80512999999999,92.15388999999996,10.500999999999976,-1.88983,-2.547096,-2.0342790000000015,4.0
2.0,3.0,0.0,41.31465,21.17198000000002,10000.0,-2.8968939999999996,-3.5779509999999988,10000.0,4.0
1.0,1.0,0.0,53.69013000000001,74.8032,10000.0,-2.082453000000001,-3.5413700000000006,10000.0,1.0
0.0,2.0,0.0,10000.0,83.15999,10000.0,10000.0,-1.1313299999999984,10000.0,1.0
3.0,0.0,3.0,32.74359000000001,10000.0,43.41043000000002,-2.1678400000000018,10000.0,-2.397831,1.0
4.0,1.0,3.0,32.84245999999999,21.08660999999998,10.785239999999988,-1.259176,-1.0502660000000006,-1.7637159999999987,1.0
2.0,3.0,0.0,41.36002000000002,30.295780000000008,10000.0,-2.955729999999999,-3.911676,10000.0,1.0
3.0,0.0,5.0,22.553390000000007,10000.0,11.364450000000005,-2.715703999999999,10000.0,-1.3318559999999984,1.0
2.0,3.0,0.0,29.18316999999999,40.135430000000014,10000.0,-2.294245,-3.6269899999999993,10000.0,1.0
1.0,3.0,2.0,93.61341000000002,29.336060000000003,19.718199999999996,-2.080158000000001,-2.549505,-2.84197,1.0
1.0,0.0,6.0,9.76334,10000.0,19.842450000000014,-3.019043,10000.0,-2.9875679999999996,4.0
3.0,0.0,4.0,31.481809999999996,10000.0,10.350979999999993,-2.5416220000000003,10000.0,-2.7465699999999984,1.0
2.0,4.0,2.0,73.23236,19.04428999999999,50.960800000000006,-2.4899710000000006,-2.4965399999999995,-1.1656270000000006,1.0
4.0,0.0,3.0,11.175780000000003,10000.0,33.42895999999999,-2.455503,10000.0,-1.0712200000000003,4.0
2.0,1.0,0.0,9.463909999999998,62.69099,10000.0,-3.63682,-1.7190839999999987,10000.0,4.0
0.0,3.0,0.0,10000.0,71.75899000000001,10000.0,10000.0,-1.7909469999999992,10000.0,3.0
4.0,1.0,0.0,22.049419999999998,44.22832,10000.0,-2.467455000000001,-1.4147600000000011,10000.0,4.0
5.0,2.0,2.0,10.98511000000002,20.942139999999995,41.763750000000016,-3.1641699999999986,-3.609707,-2.875527999999999,4.0
2.0,0.0,2.0,21.40636999999998,10000.0,82.71296999999998,-3.4017000000000017,10000.0,-2.570029999999999,4.0
1.0,1.0,4.0,43.46697999999998,21.809309999999982,32.26327999999998,-2.3650340000000014,-2.8515620000000013,-1.5241599999999984,1.0
3.0,0.0,2.0,21.001769999999993,10000.0,53.292249999999996,-2.6220999999999997,10000.0,-2.7441250000000004,1.0
2.0,0.0,4.0,11.311319999999995,10000.0,31.233029999999985,-1.1619010000000003,10000.0,-3.463356000000001,4.0
1.0,5.0,2.0,93.09161,29.99894999999998,10.829039999999992,-3.6366559999999986,-2.389101,-2.9686890000000012,1.0
3.0,3.0,0.0,40.65274000000002,19.53830000000002,10000.0,-2.24841,-2.8308730000000004,10000.0,1.0
4.0,0.0,1.0,52.14016999999998,10000.0,61.551709999999986,-2.1789249999999996,10000.0,-2.742246999999999,1.0
1.0,0.0,4.0,53.007600000000025,10000.0,22.51851000000002,-2.9538539999999998,10000.0,-3.2172400000000003,1.0
2.0,1.0,3.0,9.636060000000015,51.60336000000001,20.957120000000003,-2.4812030000000007,-2.7110330000000005,-2.301328999999999,4.0
5.0,0.0,0.0,20.237510000000015,10000.0,10000.0,-1.2267170000000007,10000.0,10000.0,2.0
0.0,2.0,0.0,10000.0,63.94415000000001,10000.0,10000.0,-2.6452160000000013,10000.0,1.0
1.0,3.0,1.0,54.12995000000001,10.942350000000005,42.90802000000002,-2.684925,-3.9995769999999986,-2.7381670000000007,1.0
1.0,4.0,3.0,84.05312000000004,9.55713,30.71774000000002,-1.2942490000000006,-2.2965149999999994,-2.6630290000000016,1.0
2.0,3.0,0.0,31.16115000000002,11.295860000000005,10000.0,-2.2007699999999986,-1.5667380000000009,10000.0,1.0
6.0,2.0,0.0,9.337370000000021,20.10151000000002,10000.0,-3.663792000000001,-1.226192000000001,10000.0,4.0
2.0,6.0,0.0,55.63128999999998,10.709639999999979,10000.0,-3.442454999999999,-2.280075,10000.0,1.0
2.0,1.0,5.0,43.97403,32.82987,11.08202,-1.1570050000000016,-2.7935620000000014,-1.7848240000000004,1.0
0.0,1.0,4.0,10000.0,10.502229999999997,31.06238000000002,10000.0,-1.3852580000000003,-3.9408230000000017,1.0
1.0,0.0,2.0,78.65639000000002,10000.0,20.03194000000002,-3.7662900000000015,10000.0,-3.6931270000000005,1.0
2.0,3.0,2.0,72.41814,18.92385999999999,39.46772999999999,-3.271512999999999,-3.0683229999999995,-3.406471,1.0
3.0,3.0,2.0,9.814729999999997,20.364139999999992,40.5771,-1.9778580000000012,-3.073295999999999,-1.2197600000000008,4.0
2.0,3.0,2.0,30.354569999999995,20.11336,40.64820999999998,-1.6941619999999986,-1.2999149999999986,-3.1529670000000003,1.0
4.0,1.0,0.0,30.726680000000016,52.01176000000001,10000.0,-3.8989960000000004,-3.094183000000001,10000.0,1.0
3.0,2.0,1.0,32.29499999999999,53.59952000000001,64.67685,-3.510517,-2.3167420000000014,-2.5661929999999984,1.0
3.0,2.0,1.0,30.41303000000002,20.22657000000001,83.78399999999999,-2.801722999999999,-2.1228680000000004,-3.511375000000001,1.0
1.0,0.0,1.0,53.27932000000001,10000.0,85.15428999999997,-1.5872479999999989,10000.0,-1.4214459999999995,1.0
1.0,0.0,2.0,42.31524000000002,10000.0,11.28200000000001,-2.8403150000000004,10000.0,-2.1872480000000003,1.0
2.0,2.0,4.0,10.187090000000012,21.313720000000018,32.20076,-3.3647370000000016,-2.7496259999999992,-1.4138470000000005,4.0
3.0,2.0,1.0,41.40231,21.025859999999994,73.16856000000001,-2.4101810000000015,-1.4303169999999987,-2.7759189999999982,1.0
1.0,1.0,2.0,93.39038,53.3905,10.981889999999993,-3.7306290000000004,-3.537327000000001,-3.8302520000000015,1.0
5.0,2.0,1.0,9.907119999999992,51.615020000000015,20.259209999999996,-3.0467590000000015,-1.3711699999999993,-1.1296709999999983,0.0
3.0,1.0,0.0,52.32175000000001,42.018579999999986,10000.0,-2.6798730000000006,-3.8959919999999997,10000.0,1.0
3.0,2.0,0.0,50.96959000000001,20.64094,10000.0,-2.3224139999999984,-1.7213150000000006,10000.0,1.0
1.0,0.0,5.0,50.73443,10000.0,9.464640000000003,-1.1871340000000004,10000.0,-2.7711180000000013,0.0
2.0,3.0,0.0,21.580369999999988,32.29944999999998,10000.0,-1.3388209999999994,-2.1061440000000005,10000.0,4.0
3.0,2.0,0.0,19.873440000000016,51.30841000000001,10000.0,-3.425877,-2.23264,10000.0,4.0
3.0,0.0,3.0,11.324250000000006,10000.0,32.47762,-1.1904579999999996,10000.0,-3.1823669999999993,4.0
2.0,0.0,2.0,51.16290000000001,10000.0,9.632469999999984,-2.7550179999999997,10000.0,-3.114784,1.0
0.0,3.0,4.0,10000.0,21.548280000000005,10.157960000000003,10000.0,-1.3306940000000012,-2.347805000000001,1.0
1.0,2.0,5.0,62.90209999999999,10.618570000000005,32.472549999999984,-3.216228000000001,-3.082623999999999,-3.6108629999999984,1.0
4.0,2.0,0.0,9.801269999999988,41.81367999999998,10000.0,-3.6783579999999994,-3.1390840000000004,10000.0,4.0
4.0,3.0,0.0,20.89812999999998,10.255229999999983,10000.0,-2.5543960000000006,-1.3455869999999983,10000.0,1.0
1.0,1.0,4.0,58.28005999999999,19.523120000000006,39.53077000000002,-3.6938129999999987,-1.1792620000000014,-2.5912819999999996,1.0
4.0,0.0,0.0,11.32265000000001,10000.0,10000.0,-1.1902749999999997,10000.0,10000.0,2.0
1.0,2.0,2.0,83.78127,30.545260000000013,9.284320000000008,-3.1768199999999993,-3.429200999999999,-2.9847810000000017,1.0
1.0,3.0,2.0,23.204829999999987,11.70032999999998,87.09990999999997,-1.3393799999999985,-1.2227749999999986,-3.2137300000000018,1.0
0.0,4.0,2.0,10000.0,19.576300000000003,83.23118999999997,10000.0,-3.8309019999999983,-1.6227699999999992,1.0
1.0,0.0,2.0,94.28157000000002,10000.0,31.812039999999996,-2.835695000000001,10000.0,-2.0220449999999985,1.0
2.0,1.0,0.0,31.499509999999987,9.62700000000001,10000.0,-1.9298530000000014,-3.2145040000000016,10000.0,1.0
1.0,0.0,1.0,72.64532,10000.0,41.61413000000002,-1.4672640000000001,10000.0,-2.3217399999999984,1.0
2.0,3.0,3.0,20.641289999999998,30.114869999999996,10.451830000000001,-2.7311249999999987,-3.458939000000001,-3.4183999999999983,4.0
2.0,3.0,2.0,11.434460000000001,32.40496999999999,22.89761999999999,-1.4050639999999994,-2.874872,-1.6105160000000005,4.0
1.0,3.0,0.0,61.70214999999999,31.29554999999999,10000.0,-3.8751929999999994,-2.5663359999999997,10000.0,1.0
3.0,0.0,0.0,11.715760000000017,10000.0,10000.0,-1.8065619999999996,10000.0,10000.0,0.0
2.0,1.0,0.0,71.64185999999998,39.54204999999999,10000.0,-2.6370830000000005,-3.364103,10000.0,1.0
1.0,4.0,1.0,10.828690000000023,20.96631000000002,62.37978000000001,-3.7774579999999993,-1.1590209999999992,-3.167653999999999,4.0
1.0,0.0,2.0,30.99233000000001,10000.0,62.620120000000014,-3.8571719999999985,10000.0,-3.7774660000000004,4.0
3.0,2.0,0.0,10.68798000000001,21.36318,10000.0,-1.7448370000000004,-1.1679780000000015,10000.0,4.0
4.0,0.0,2.0,10.529919999999976,10000.0,20.578779999999995,-3.125463,10000.0,-1.4151339999999983,4.0
3.0,2.0,2.0,54.38595000000001,10.262900000000002,21.225480000000005,-2.1829740000000015,-1.3540740000000007,-1.9163899999999998,1.0
1.0,0.0,0.0,50.17266000000001,10000.0,10000.0,-2.5778399999999984,10000.0,10000.0,2.0
2.0,3.0,0.0,20.842430000000007,43.27639000000002,10000.0,-2.6862160000000017,-3.4273099999999985,10000.0,1.0
2.0,0.0,3.0,30.868389999999977,10000.0,41.77163999999999,-3.159624000000001,10000.0,-2.427408,4.0
3.0,0.0,2.0,74.01346000000001,10000.0,9.174620000000004,-1.9715120000000006,10000.0,-3.7250249999999987,4.0
1.0,3.0,2.0,31.289229999999975,20.67702,73.98904999999999,-3.9910560000000004,-2.3583810000000014,-3.584415,1.0
2.0,3.0,1.0,69.42602,9.838699999999989,19.801519999999982,-3.5415080000000003,-2.507963,-2.0195390000000017,1.0
4.0,0.0,1.0,20.345519999999993,10000.0,74.16542000000001,-3.0297780000000003,10000.0,-1.0542960000000008,4.0
4.0,0.0,1.0,10.18932000000001,10000.0,51.77853000000002,-3.4078300000000006,10000.0,-1.5385780000000011,4.0
2.0,2.0,0.0,10.681549999999987,84.01443,10000.0,-3.528917,-1.2071700000000014,10000.0,4.0
2.0,3.0,0.0,42.39880000000002,31.61679000000001,10000.0,-2.716709999999999,-2.29242,10000.0,1.0
2.0,3.0,2.0,52.07811000000001,10.892300000000006,31.73232999999999,-2.6766599999999983,-1.2348940000000006,-3.9084000000000003,1.0
2.0,0.0,4.0,9.928550000000001,10000.0,20.40264000000002,-3.4447329999999994,10000.0,-3.258268000000001,4.0
0.0,0.0,6.0,10000.0,10000.0,19.044970000000006,10000.0,10000.0,-3.6627350000000014,3.0
1.0,0.0,2.0,71.26920999999999,10000.0,10.474760000000003,-3.2163070000000005,10000.0,-2.5713749999999997,1.0
3.0,0.0,1.0,30.68925999999999,10000.0,10.446699999999993,-2.2829499999999996,10000.0,-3.8151280000000014,1.0
2.0,4.0,2.0,9.528300000000002,20.734290000000016,49.93885,-3.3984500000000004,-1.254562,-3.56334,4.0
5.0,0.0,2.0,10.099869999999981,10000.0,63.61371,-1.133697999999999,10000.0,-2.8873019999999983,4.0
5.0,2.0,0.0,10.523529999999994,81.62697999999997,10000.0,-1.205635000000001,-2.8187239999999996,10000.0,2.0
2.0,4.0,0.0,52.65262999999999,20.24665999999999,10000.0,-1.2376199999999997,-2.926843999999999,10000.0,1.0
4.0,1.0,3.0,21.150830000000013,84.48289000000003,10.086060000000003,-3.055626,-3.047808,-2.944191,4.0
2.0,2.0,2.0,44.42830000000001,86.73898,33.418300000000016,-2.1923449999999995,-1.4762969999999989,-3.7768230000000003,1.0
4.0,1.0,2.0,31.372680000000003,52.14160000000001,42.04328000000001,-1.9349559999999997,-2.3323350000000005,-3.964590000000001,4.0
1.0,3.0,1.0,31.561409999999995,42.077709999999996,20.736410000000006,-2.632180999999999,-2.5452559999999984,-3.733746,4.0
4.0,2.0,0.0,42.32227,20.586960000000005,10000.0,-2.402118999999999,-2.649878000000001,10000.0,1.0
3.0,1.0,1.0,30.441839999999985,81.80981999999997,10.199569999999994,-2.08371,-2.361073000000001,-3.8489530000000016,4.0
1.0,4.0,2.0,85.66039000000004,20.60184000000001,10.861850000000004,-1.1650810000000007,-2.6699139999999986,-2.2448140000000016,1.0
1.0,2.0,3.0,20.689509999999984,9.794979999999981,42.80790999999999,-2.9939670000000014,-1.4094310000000014,-1.4408509999999985,4.0
1.0,1.0,3.0,30.96753000000001,83.62066999999999,10.708619999999996,-1.2463869999999986,-1.5728000000000009,-3.2984100000000005,4.0
1.0,2.0,0.0,42.61564999999999,21.49491999999998,10000.0,-3.36168,-2.367215999999999,10000.0,1.0
2.0,5.0,1.0,10.137329999999992,21.513810000000007,42.017619999999994,-2.72541,-2.2754970000000014,-3.961641,4.0
3.0,0.0,2.0,41.96996999999999,10000.0,21.62742,-2.1945669999999993,10000.0,-3.0258220000000016,1.0
2.0,3.0,3.0,10.228139999999996,21.241090000000014,63.110389999999995,-3.2955189999999988,-2.973483999999999,-1.134201000000001,4.0
2.0,2.0,0.0,22.033860000000004,43.97961000000001,10000.0,-1.0515100000000004,-2.2956140000000005,10000.0,4.0
1.0,3.0,3.0,41.130979999999994,18.851010000000002,9.703219999999988,-1.248709999999999,-3.6450519999999997,-2.7314760000000007,4.0
3.0,2.0,2.0,43.98102,21.937240000000003,10.404139999999984,-1.444545999999999,-1.5330089999999998,-3.0496300000000005,1.0
0.0,0.0,1.0,10000.0,10000.0,95.47614999999999,10000.0,10000.0,-1.5317040000000013,1.0
3.0,0.0,0.0,9.949659999999994,10000.0,10000.0,-3.43834,10000.0,10000.0,0.0
2.0,5.0,1.0,42.653369999999995,10.629189999999994,31.94898999999998,-2.224696999999999,-1.2713,-2.2115170000000006,1.0
2.0,1.0,4.0,10.54522,73.25673,20.651690000000002,-2.013655,-2.831244999999999,-3.1346600000000002,4.0
1.0,1.0,0.0,73.08605,41.79376000000002,10000.0,-2.8150799999999983,-1.736460000000001,10000.0,1.0
3.0,4.0,1.0,21.756190000000004,11.125670000000014,63.28869,-2.8363249999999987,-1.4220219999999983,-1.2423420000000007,4.0
1.0,4.0,0.0,43.4093,22.08882,10000.0,-2.7664299999999997,-1.5150499999999987,10000.0,1.0
2.0,0.0,3.0,30.621620000000007,10000.0,19.126490000000018,-2.1402600000000014,10000.0,-1.7901610000000012,4.0
