vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,previous_action_2,action
2,3,2,83.36703,21.1054,30.50506,-3.520403,-1.967413,-3.860527,1,4,1
2,3,0,76.13782,21.12357,0,-1.649805,-1.001526,0,1,1,1
2,3,2,29.88668,40.86871,19.26138,-3.136944,-3.972778,-2.863314,1,1,4
0,0,2,10000,0,43.66349,10000,0,-3.373426,4,1,1
3,1,3,32.15612,74.49527,11.06939,-3.585655,-3.91759,-1.51257,1,4,4
2,3,0,65.31877,33.01476,10000,-1.06986,-3.922005,10000,4,1,2
3,3,0,21.33349,32.46025,0,-2.515028,-1.653866,0,2,4,4
1,5,0,21.1989,10.32583,0,-2.761911,-1.8049,0,4,2,4
2,0,5,64.36902,0,11.53305,-1.284916,0,-2.117466,4,4,1
2,2,0,10.83408,30.64745,0,-3.404127,-2.602753,0,1,4,4
1,2,0,40.74026,51.27437,0,-3.546947,-3.417986,0,4,1,1
1,2,0,50.06676,20.22328,0,-2.513355,-3.209799,0,1,4,1
2,0,2,39.617,0,9.61557000000002,-1.409538,0,-3.762926,1,1,1
3,2,0,32.18628,21.37868,0,-2.264105,-2.39817,0,1,1,4
0,3,2,10000,42.73968,11.34059,10000,-1.767649,-2.084736,4,1,1
4,1,0,10.96973,32.7878,0,-2.553474,-1.81721,0,1,4,0
3,0,0,42.88907,10000,0,-1.842676,10000,0,0,1,0
1,0,2,21.59311,0,52.85213,-2.348583,0,-1.99264,0,0,4
4,5,0,19.91314,9.58434,10000,-1.708115,-2.620033,10000,4,0,1
3,1,3,20.80513,92.15389,10.501,-1.88983,-2.547096,-2.034279,1,4,4
2,3,0,41.31465,21.17198,0,-2.896894,-3.577951,0,4,1,4
1,1,0,53.69013,74.8032,0,-2.082453,-3.54137,0,4,4,1
0,2,0,10000,83.15999,0,10000,-1.13133,0,1,4,1
3,0,3,32.74359,0,43.41043,-2.16784,0,-2.397831,1,1,1
4,1,3,32.84246,21.08661,10.78524,-1.259176,-1.050266,-1.763716,1,1,1
2,3,0,41.36002,30.29578,0,-2.95573,-3.911676,0,1,1,1
3,0,5,22.55339,0,11.36445,-2.715704,0,-1.331856,1,1,1
2,3,0,29.18317,40.13543,0,-2.294245,-3.62699,0,1,1,1
1,3,2,93.61341,29.33606,19.7182,-2.080158,-2.549505,-2.84197,1,1,1
1,0,6,9.76334,10000,19.84245,-3.019043,10000,-2.987568,1,1,4
3,0,4,31.48181,10000,10.35098,-2.541622,10000,-2.74657,4,1,1
2,4,2,73.23236,19.04429,50.9608,-2.489971,-2.49654,-1.165627,1,4,1
4,0,3,11.17578,0,33.42896,-2.455503,0,-1.07122,1,1,4
2,1,0,9.46391,62.69099,0,-3.63682,-1.719084,0,4,1,4
0,3,0,10000,71.75899,0,10000,-1.790947,0,4,4,3
4,1,0,22.04942,44.22832,0,-2.467455,-1.41476,0,3,4,4
5,2,2,10.98511,20.94214,41.76375,-3.16417,-3.609707,-2.875528,4,3,4
2,0,2,21.40637,0,82.71297,-3.4017,0,-2.57003,4,4,4
1,1,4,43.46698,21.80931,32.26328,-2.365034,-2.851562,-1.52416,4,4,1
3,0,2,21.00177,10000,53.29225,-2.6221,10000,-2.744125,1,4,1
2,0,4,11.31132,0,31.23303,-1.161901,0,-3.463356,1,1,4
1,5,2,93.09161,29.99895,10.82904,-3.636656,-2.389101,-2.968689,4,1,1
3,3,0,40.65274,19.5383,0,-2.24841,-2.830873,0,1,4,1
4,0,1,52.14017,0,61.55171,-2.178925,0,-2.742247,1,1,1
1,0,4,53.0076,0,22.51851,-2.953854,0,-3.21724,1,1,1
2,1,3,9.63606000000002,51.60336,20.95712,-2.481203,-2.711033,-2.301329,1,1,4
5,0,0,20.23751,0,10000,-1.226717,0,10000,4,1,2
0,2,0,10000,63.94415,0,10000,-2.645216,0,2,4,1
1,3,1,54.12995,10.94235,42.90802,-2.684925,-3.999577,-2.738167,1,2,1
1,4,3,84.05312,9.55713,30.71774,-1.294249,-2.296515,-2.663029,1,1,1
2,3,0,31.16115,11.29586,0,-2.20077,-1.566738,0,1,1,1
6,2,0,9.33737000000002,20.10151,0,-3.663792,-1.226192,0,1,1,4
2,6,0,55.63129,10.70964,0,-3.442455,-2.280075,0,4,1,1
2,1,5,43.97403,32.82987,11.08202,-1.157005,-2.793562,-1.784824,1,4,1
0,1,4,10000,10.50223,31.06238,10000,-1.385258,-3.940823,1,1,1
1,0,2,78.65639,0,20.03194,-3.76629,0,-3.693127,1,1,1
2,3,2,72.41814,18.92386,39.46773,-3.271513,-3.068323,-3.406471,1,1,1
3,3,2,9.81473,20.36414,40.5771,-1.977858,-3.073296,-1.21976,1,1,4
2,3,2,30.35457,20.11336,40.64821,-1.694162,-1.299915,-3.152967,4,1,1
4,1,0,30.72668,52.01176,0,-3.898996,-3.094183,0,1,4,1
3,2,1,32.295,53.59952,64.67685,-3.510517,-2.316742,-2.566193,1,1,1
3,2,1,30.41303,20.22657,83.784,-2.801723,-2.122868,-3.511375,1,1,1
1,0,1,53.27932,0,85.15429,-1.587248,0,-1.421446,1,1,1
1,0,2,42.31524,0,11.282,-2.840315,0,-2.187248,1,1,1
2,2,4,10.18709,21.31372,32.20076,-3.364737,-2.749626,-1.413847,1,1,4
3,2,1,41.40231,21.02586,73.16856,-2.410181,-1.430317,-2.775919,4,1,1
1,1,2,93.39038,53.3905,10.98189,-3.730629,-3.537327,-3.830252,1,4,1
5,2,1,9.90711999999999,51.61502,20.25921,-3.046759,-1.37117,-1.129671,1,1,0
3,1,0,52.32175,42.01858,0,-2.679873,-3.895992,0,0,1,1
3,2,0,50.96959,20.64094,0,-2.322414,-1.721315,0,1,0,1
1,0,5,50.73443,10000,9.46464,-1.187134,10000,-2.771118,1,1,0
2,3,0,21.58037,32.29945,0,-1.338821,-2.106144,0,0,1,4
3,2,0,19.87344,51.30841,0,-3.425877,-2.23264,0,4,0,4
3,0,3,11.32425,0,32.47762,-1.190458,0,-3.182367,4,4,4
2,0,2,51.1629,10000,9.63246999999998,-2.755018,10000,-3.114784,4,4,1
0,3,4,10000,21.54828,10.15796,10000,-1.330694,-2.347805,1,4,1
1,2,5,62.9021,10.61857,32.47255,-3.216228,-3.082624,-3.610863,1,1,1
4,2,0,9.80126999999999,41.81368,0,-3.678358,-3.139084,0,1,1,4
4,3,0,20.89813,10.25523,0,-2.554396,-1.345587,0,4,1,1
1,1,4,58.28006,19.52312,39.53077,-3.693813,-1.179262,-2.591282,1,4,1
4,0,0,11.32265,0,10000,-1.190275,0,10000,1,1,2
1,2,2,83.78127,30.54526,9.28432000000001,-3.17682,-3.429201,-2.984781,2,1,1
1,3,2,23.20483,11.70033,87.09991,-1.33938,-1.222775,-3.21373,1,2,1
0,4,2,10000,19.5763,83.23119,10000,-3.830902,-1.62277,1,1,1
1,0,2,94.28157,0,31.81204,-2.835695,0,-2.022045,1,1,1
2,1,0,31.49951,9.62700000000001,0,-1.929853,-3.214504,0,1,1,1
1,0,1,72.64532,0,41.61413,-1.467264,0,-2.32174,1,1,1
2,3,3,20.64129,30.11487,10.45183,-2.731125,-3.458939,-3.4184,1,1,4
2,3,2,11.43446,32.40497,22.89762,-1.405064,-2.874872,-1.610516,4,1,4
1,3,0,61.70215,31.29555,0,-3.875193,-2.566336,0,4,4,1
3,0,0,11.71576,10000,0,-1.806562,10000,0,1,4,0
2,1,0,71.64186,39.54205,0,-2.637083,-3.364103,0,0,1,1
1,4,1,10.82869,20.96631,62.37978,-3.777458,-1.159021,-3.167654,1,0,4
1,0,2,30.99233,0,62.62012,-3.857172,0,-3.777466,4,1,4
3,2,0,10.68798,21.36318,0,-1.744837,-1.167978,0,4,4,4
4,0,2,10.52992,0,20.57878,-3.125463,0,-1.415134,4,4,4
3,2,2,54.38595,10.2629,21.22548,-2.182974,-1.354074,-1.91639,4,4,1
1,0,0,50.17266,0,10000,-2.57784,0,10000,1,4,2
2,3,0,20.84243,43.27639,0,-2.686216,-3.42731,0,2,1,1
2,0,3,30.86839,0,41.77164,-3.159624,0,-2.427408,1,2,4
3,0,2,74.01346,0,9.17462,-1.971512,0,-3.725025,4,1,4
1,3,2,31.28923,20.67702,73.98905,-3.991056,-2.358381,-3.584415,4,4,1
2,3,1,69.42602,9.83869999999999,19.80152,-3.541508,-2.507963,-2.019539,1,4,1
4,0,1,20.34552,0,74.16542,-3.029778,0,-1.054296,1,1,4
4,0,1,10.18932,0,51.77853,-3.40783,0,-1.538578,4,1,4
2,2,0,10.68155,84.01443,0,-3.528917,-1.20717,0,4,4,4
2,3,0,42.3988,31.61679,0,-2.71671,-2.29242,0,4,4,1
2,3,2,52.07811,10.8923,31.73233,-2.67666,-1.234894,-3.9084,1,4,1
2,0,4,9.92855,10000,20.40264,-3.444733,10000,-3.258268,1,1,4
0,0,6,10000,0,19.04497,10000,0,-3.662735,4,1,3
1,0,2,71.26921,0,10.47476,-3.216307,0,-2.571375,3,4,1
3,0,1,30.68926,10000,10.4467,-2.28295,10000,-3.815128,1,3,1
2,4,2,9.5283,20.73429,49.93885,-3.39845,-1.254562,-3.56334,1,1,4
5,0,2,10.09987,0,63.61371,-1.133698,0,-2.887302,4,1,4
5,2,0,10.52353,81.62698,10000,-1.205635,-2.818724,10000,4,4,2
2,4,0,52.65263,20.24666,10000,-1.23762,-2.926844,10000,2,4,1
4,1,3,21.15083,84.48289,10.08606,-3.055626,-3.047808,-2.944191,1,2,4
2,2,2,44.4283,86.73898,33.4183,-2.192345,-1.476297,-3.776823,4,1,1
4,1,2,31.37268,52.1416,42.04328,-1.934956,-2.332335,-3.96459,1,4,4
1,3,1,31.56141,42.07771,20.73641,-2.632181,-2.545256,-3.733746,4,1,4
4,2,0,42.32227,20.58696,10000,-2.402119,-2.649878,10000,4,4,1
3,1,1,30.44184,81.80982,10.19957,-2.08371,-2.361073,-3.848953,1,4,4
1,4,2,85.66039,20.60184,10.86185,-1.165081,-2.669914,-2.244814,4,1,1
1,2,3,20.68951,9.79497999999998,42.80791,-2.993967,-1.409431,-1.440851,1,4,4
1,1,3,30.96753,83.62067,10.70862,-1.246387,-1.5728,-3.29841,4,1,4
1,2,0,42.61565,21.49492,0,-3.36168,-2.367216,0,4,4,1
2,5,1,10.13733,21.51381,42.01762,-2.72541,-2.275497,-3.961641,1,4,4
3,0,2,41.96997,0,21.62742,-2.194567,0,-3.025822,4,1,1
2,3,3,10.22814,21.24109,63.11039,-3.295519,-2.973484,-1.134201,1,4,4
2,2,0,22.03386,43.97961,0,-1.05151,-2.295614,0,4,1,4
1,3,3,41.13098,18.85101,9.70321999999999,-1.24871,-3.645052,-2.731476,4,4,4
3,2,2,43.98102,21.93724,10.40414,-1.444546,-1.533009,-3.04963,4,4,1
0,0,1,10000,0,95.47615,10000,0,-1.531704,1,4,1
3,0,0,9.94965999999999,10000,0,-3.43834,10000,0,1,1,0
2,5,1,42.65337,10.62919,31.94899,-2.224697,-1.2713,-2.211517,0,1,1
2,1,4,10.54522,73.25673,20.65169,-2.013655,-2.831245,-3.13466,1,0,4
1,1,0,73.08605,41.79376,0,-2.81508,-1.73646,0,4,1,1
3,4,1,21.75619,11.12567,63.28869,-2.836325,-1.422022,-1.242342,1,4,4
1,4,0,43.4093,22.08882,0,-2.76643,-1.51505,0,4,1,1
2,0,3,30.62162,0,19.12649,-2.14026,0,-1.790161,1,4,4
3,3,2,19.24342,9.82142000000002,41.69927,-3.669502,-3.53355,-1.791096,4,1,4
1,3,0,39.68588,19.75366,0,-1.40064,-1.531965,0,4,4,1
3,2,2,31.82112,71.24704,21.17462,-2.591118,-3.014326,-2.256582,1,4,4
2,2,4,32.56896,42.23702,11.20142,-3.218704,-3.041168,-2.776531,4,1,1
4,2,0,11.81512,21.63682,0,-1.131435,-1.349157,0,1,4,0
0,2,0,10000,44.24667,0,10000,-3.567896,0,0,1,1
3,4,0,19.70168,9.67074,10000,-2.452839,-3.273815,10000,1,0,2
2,1,5,41.15734,29.81799,10.71228,-1.800318,-2.9543,-3.207794,2,1,1
2,2,2,63.4317,20.75157,42.41336,-3.600147,-1.70957,-3.616478,1,2,1
2,2,0,54.33934,43.5264,0,-1.820301,-3.078798,0,1,1,1
1,1,3,32.63231,82.07447,21.61329,-2.501764,-3.200125,-2.21466,1,1,4
1,4,2,76.85904,10.64662,22.27698,-2.107714,-3.551456,-1.346523,4,1,1
6,0,1,10.85504,10000,53.04366,-2.512188,10000,-2.74668,1,4,0
2,0,1,21.93695,0,52.69362,-1.36441,0,-3.032848,0,1,2
2,3,3,30.53702,20.00379,9.89006000000001,-3.83071,-1.317589,-3.417599,2,0,4
3,1,2,10.9449,75.48225,22.50427,-2.604687,-3.260824,-1.65354,4,2,4
1,3,2,64.11185,20.72515,9.20391000000001,-2.599346,-1.723396,-3.837261,4,4,1
1,7,1,40.43888,9.62688,19.2737,-2.533894,-3.304373,-1.991203,1,4,1
2,2,3,53.05788,42.75309,11.09346,-2.609118,-3.675087,-1.544048,1,1,1
2,3,3,10.44759,40.32787,50.60294,-2.206007,-1.92626,-2.712854,1,1,4
3,0,4,45.21619,0,11.03234,-3.651028,0,-1.135803,4,1,1
2,3,2,49.14622,19.26361,9.48112,-2.479115,-2.689875,-3.112762,1,4,1
3,3,0,9.68727000000001,40.33986,0,-2.511873,-1.990261,0,1,1,0
4,0,0,42.96844,10000,0,-3.402643,10000,0,0,1,0
3,4,1,22.61748,31.75211,11.67929,-2.836079,-3.774107,-1.49451,0,0,4
2,1,3,82.33653,71.39837,29.48991,-3.360003,-3.565767,-1.5227,4,0,1
2,1,4,39.27875,91.03989,10.08997,-1.539461,-3.037052,-2.793804,1,4,1
3,3,1,9.87108000000001,19.49211,50.41654,-3.114325,-2.392378,-1.266426,1,1,4
2,2,3,33.67801,11.073,45.37638,-1.926134,-1.825739,-1.029762,4,1,1
0,0,2,10000,0,85.9959,10000,0,-2.072023,1,4,1
3,2,1,32.22137,11.5094,62.79849,-3.442137,-2.421316,-3.915672,1,1,4
1,1,5,31.08811,91.96371,11.83565,-2.919407,-2.204004,-1.267319,4,1,4
1,2,0,51.50893,40.0313,0,-1.238756,-1.117702,0,4,4,1
1,3,1,31.34262,9.94381999999999,21.11844,-2.805084,-3.059595,-2.908297,1,4,1
1,3,3,49.77277,20.66657,10.34929,-3.74577,-2.95371,-2.119951,1,1,1
2,2,3,10.05627,20.39447,30.01234,-3.761848,-1.849087,-2.850935,1,1,4
3,0,2,49.03873,0,69.58231,-2.397413,0,-1.842928,4,1,1
2,3,2,21.60364,55.03997,66.2825,-2.208542,-2.281511,-2.510586,1,4,1
1,0,3,62.74628,0,21.09436,-3.793673,0,-3.136274,1,1,1
1,2,1,83.14239,10.61981,20.73425,-2.632631,-2.80452,-1.791718,1,1,1
2,2,0,50.63291,10.22731,0,-3.86863,-1.633564,0,1,1,1
4,1,0,31.65686,74.97739,10000,-1.184586,-1.33251,10000,1,1,2
2,2,0,62.83543,21.77755,0,-3.424973,-3.133463,0,2,1,1
3,1,3,32.02125,10.0269,21.26941,-1.618042,-3.66908,-2.539185,1,2,1
3,4,0,11.54319,21.19385,0,-1.352373,-3.530527,0,1,1,4
3,3,0,11.35629,22.82515,0,-1.862404,-1.897238,0,4,1,4
1,3,0,64.12598,11.32677,0,-2.095993,-2.507769,0,4,4,1
3,4,0,11.41355,20.76274,0,-1.855835,-3.81689,0,1,4,4
5,0,2,20.20071,10000,9.0556,-2.027445,10000,-3.842033,4,1,4
3,2,2,32.41024,10.51139,21.67355,-1.966236,-1.42849,-3.464628,4,4,1
3,3,0,30.51811,21.11255,0,-3.820692,-2.235392,0,1,4,4
1,0,4,63.79293,0,32.47861,-1.594261,0,-2.291862,4,1,1
1,4,1,63.46422,10.96631,96.55276,-1.044672,-2.028202,-1.356586,1,4,1
3,0,2,11.21217,0,30.50816,-1.41121,0,-1.56959,1,1,2
2,0,2,83.45374,0,11.49387,-2.932533,0,-1.05833,2,1,1
2,2,0,10.26597,29.79432,0,-1.782972,-3.66626,0,1,2,4
3,0,1,31.77378,0,93.70898,-2.683712,0,-1.556208,4,1,4
2,2,4,19.03493,50.58708,9.06261000000001,-3.113249,-1.837337,-3.869537,4,4,4
3,0,3,29.80995,10000,9.75003999999998,-3.181099,10000,-2.711033,4,4,1
3,2,1,31.63017,20.49557,83.54101,-1.448887,-1.045572,-2.266596,1,4,4
4,0,3,10.14597,0,21.02991,-2.496225,0,-1.570116,4,1,4
1,3,3,39.54204,19.39203,9.37696,-2.975338,-3.495174,-2.993423,4,4,4
2,0,3,19.50353,0,9.91065,-3.987572,0,-2.49924,4,4,1
4,0,0,20.44406,10000,0,-3.580477,10000,0,1,4,0
2,0,3,20.40728,0,31.91465,-3.36715,0,-1.315422,0,1,4
1,4,3,22.58758,52.30119,32.91067,-1.021414,-3.621935,-3.64206,4,0,1
2,2,0,42.53655,52.77814,0,-2.773046,-1.107529,0,1,4,1
3,4,0,21.16108,10.31761,10000,-2.891598,-3.994385,10000,1,1,1
0,4,2,10000,9.84849,21.04849,10000,-2.381174,-2.223928,1,1,1
5,1,0,9.55259999999998,73.6588,0,-2.840551,-1.910719,0,1,1,4
1,2,0,9.69229000000001,80.278,0,-2.10821,-2.552822,0,4,1,4
0,1,5,10000,75.42809,32.6791,10000,-1.139399,-3.078197,4,4,1
5,0,3,20.51635,10000,10.80317,-3.888092,10000,-2.042421,1,4,4
4,1,0,31.41314,10.94725,0,-3.527365,-3.293926,0,4,1,4
5,0,2,21.03886,10000,42.23636,-3.177034,10000,-1.78274,4,4,4
2,0,2,63.94018,0,42.71498,-1.013105,0,-2.759964,4,4,1
3,3,1,30.8997,21.41828,51.35214,-2.275385,-2.057522,-2.313148,1,4,1
5,1,0,11.07039,21.5007,0,-1.076233,-1.08961,0,1,1,0
2,5,0,50.93907,9.83335,0,-1.094025,-1.712414,0,0,1,1
3,2,1,51.46235,40.85101,20.56846,-2.534792,-2.198019,-2.793455,1,0,1
2,1,0,20.37828,30.36304,0,-3.913893,-3.412792,0,1,1,4
1,3,0,69.9574,29.6463,0,-3.50932,-3.375256,0,4,1,1
1,0,0,73.92569,10000,0,-1.208971,10000,0,1,4,1
2,1,2,32.45859,10.73789,21.09822,-1.11706,-1.303787,-1.67017,1,1,4
2,3,0,84.7014,10.42809,0,-2.877478,-2.49896,0,4,1,1
0,3,0,10000,41.89659,10000,10000,-2.597044,10000,1,4,1
0,2,0,10000,9.78542999999999,0,10000,-3.561113,0,1,1,1
2,2,1,10.99693,40.4814,80.63397,-2.24014,-3.335155,-1.742674,1,1,4
3,1,3,21.28061,62.17799,11.31669,-2.767948,-2.339062,-2.328308,4,1,4
2,4,0,41.77692,10.72855,0,-2.979641,-1.28304,0,4,4,4
2,0,2,42.21487,0,62.96277,-3.060123,0,-3.284899,4,4,1
2,2,2,42.08261,10.30188,62.62118,-2.09665,-2.798296,-3.843569,1,4,1
2,3,0,31.86668,11.011,0,-3.001469,-1.933537,0,1,1,1
0,2,0,10000,21.35325,0,10000,-1.385359,0,1,1,1
1,3,5,83.29005,10.50929,21.11885,-3.764694,-2.361822,-1.441877,1,1,1
4,0,2,63.90137,0,42.5504,-1.727026,0,-2.685184,1,1,1
3,1,0,10.26899,76.1453,0,-2.582575,-1.549726,0,1,1,4
3,2,0,21.80824,53.70462,0,-1.279116,-1.757288,0,4,1,0
1,1,4,94.04619,61.29789,20.81134,-1.691673,-2.281372,-2.539251,0,4,1
2,2,4,43.14076,21.08171,31.99895,-3.377592,-1.85684,-3.619118,1,0,1
1,2,4,53.23987,30.8065,10.06536,-2.272453,-2.626207,-3.08019,1,1,1
2,0,5,61.95193,0,10.97712,-3.509413,0,-3.647058,1,1,1
1,0,4,41.42023,0,31.15332,-3.457006,0,-3.059982,1,1,1
2,2,1,51.65044,20.37944,62.3655,-3.90015,-3.482042,-3.089706,1,1,1
2,0,4,21.82387,0,11.61755,-3.025854,0,-1.038742,1,1,4
2,1,0,32.54402,63.34076,0,-1.24597,-2.494682,0,4,1,4
3,1,3,10.11232,61.24566,19.57307,-2.85322,-2.969109,-3.471754,4,4,4
2,2,0,54.84099,21.69252,0,-1.759542,-1.938087,0,4,4,1
1,4,2,10.55182,21.02298,72.10594,-1.378445,-2.58248,-3.613487,1,4,4
2,2,0,85.01671,53.33117,0,-1.02082,-3.906445,0,4,1,1
1,2,3,72.86235,20.25583,9.66408999999999,-1.352636,-2.503208,-3.50487,1,4,1
4,2,1,9.21505999999999,39.21646,29.55492,-3.66426,-2.610813,-1.643225,1,1,4
3,4,1,22.33029,11.54204,53.38589,-3.321062,-1.139559,-1.372072,4,1,4
3,1,3,10.38266,40.24904,19.95518,-3.08444,-1.024616,-3.855953,4,4,4
5,1,0,9.52162000000001,60.46457,0,-3.534056,-3.004545,0,4,4,4
